fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5
10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6
10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5
5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,5
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7
8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8
6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7
5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6
6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5
10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7
8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6
7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6
7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6
8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6
10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5
9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7
6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6
6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6
10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,6
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,5
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5
6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,6
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,5
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,6
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,4
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6
8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,4
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6
